rank,name,country_name,country_id,value
65,Laslo Djere,Serbia,SRB,37.16%
66,Karen Khachanov,Russian Federation,RUS,37.06%
67,Benjamin Bonzi,France,FRA,36.96%
68,Filip Krajinovic,Serbia,SRB,36.87%
69,Stefano Travaglia,Italy,ITA,36.86%
70,Daniel Altmaier,Germany,GER,36.80%
71,Yoshihito Nishioka,Japan,JPN,36.78%
72,Miomir Kecmanovic,Serbia,SRB,36.78%
73,Aljaz Bedene,Slovenia,SLO,36.76%
74,Marco Cecchinato,Italy,ITA,36.75%
75,Yannick Hanfmann,Germany,GER,36.68%
76,Felix Auger Aliassime,Canada,CAN,36.64%
77,Lorenzo Musetti,Italy,ITA,36.55%
78,Dusan Lajovic,Serbia,SRB,36.50%
79,Oscar Otte,Germany,GER,36.47%
80,Botic Van De Zandschulp,Netherlands,NED,36.42%
81,Federico Coria,Argentina,ARG,36.39%
82,Alex Bolt,Australia,AUS,36.38%
83,Facundo Bagnis,Argentina,ARG,36.36%
84,Dominik Koepfer,Germany,GER,36.35%
85,Benoit Paire,France,FRA,36.34%
86,Ricardas Berankis,Lithuania,LTU,36.34%
87,Denis Kudla,United States,USA,36.30%
88,Jan Lennard Struff,Germany,GER,36.30%
89,Taylor Harry Fritz,United States,USA,36.25%
90,Norbert Gombos,Slovakia,SVK,36.18%
91,Hubert Hurkacz,Poland,POL,36.17%
92,Holger Vitus Nodskov Rune,Denmark,DEN,36.11%
93,Andreas Seppi,Italy,ITA,35.96%
94,Egor Gerasimov,Belarus,BLR,35.86%
95,Pablo Cuevas,Uruguay,URU,35.85%
96,Joao Sousa,Portugal,POR,35.85%
97,Brandon Nakashima,United States,USA,35.84%
98,Gianluca Mager,Italy,ITA,35.79%
99,Thiago Monteiro,Brazil,BRA,35.77%
100,Roger Federer,Switzerland,SUI,35.76%
101,Denis Shapovalov,Canada,CAN,35.22%
102,Jeremy Chardy,France,FRA,35.20%
103,Matteo Berrettini,Italy,ITA,35.13%
104,Liam Broady,United Kingdom,GBR,35.05%
105,Daniel Elahi Galan Riveros,Colombia,COL,35.03%
106,Gilles Simon,France,FRA,34.93%
107,Richard Gasquet,France,FRA,34.87%
108,Adrian Mannarino,France,FRA,34.83%
109,Jordan Thompson,Australia,AUS,34.79%
110,Alexei Popyrin,Australia,AUS,34.71%
111,Lorenzo Sonego,Italy,ITA,34.66%
112,Pierre Hugues Herbert,France,FRA,34.58%
113,Salvatore Caruso,Italy,ITA,34.53%
114,Marcos Giron,United States,USA,34.53%
115,Arthur Rinderknech,France,FRA,34.44%
116,Lucas Pouille,France,FRA,34.43%
117,Lloyd George Muirhead Harris,South Africa,RSA,34.17%
118,Radu Albot,"Moldova, Republic of",MDA,34.11%
119,Alexander Bublik,Kazakhstan,KAZ,33.88%
120,Philipp Kohlschreiber,Germany,GER,33.79%
121,Steve Johnson,United States,USA,33.73%
122,Ugo Humbert,France,FRA,33.53%
123,Mikhail Kukushkin,Kazakhstan,KAZ,33.37%
124,Kamil Majchrzak,Poland,POL,33.05%
125,Yasutaka Uchiyama,Japan,JPN,32.95%
126,Tennys Sandgren,United States,USA,32.75%
127,Taro Daniel,Japan,JPN,32.27%
128,Nick Kyrgios,Australia,AUS,32.24%
129,Jiri Vesely,Czech Republic,CZE,31.98%
130,Maxime Cressy,United States,USA,31.75%
131,Tallon Griekspoor,Netherlands,NED,31.64%
132,Christopher Oconnell,Australia,AUS,31.63%
133,Dennis Novak,Austria,AUT,31.46%
134,Vasek Pospisil,Canada,CAN,30.45%
135,Feliciano Lopez,Spain,ESP,29.68%
136,Kevin Anderson,South Africa,RSA,29.45%
137,Sam Querrey,United States,USA,28.37%
138,Reilly Opelka,United States,USA,28.25%
139,Jo Wilfried Tsonga,France,FRA,27.34%
140,John Isner,United States,USA,26.87%
